id,name,rate,earnings
54087,Roane,415,120260
48159,Franklin,444,119794
49019,Grand,69,119633
19133,Monona,679,119601
20087,Jefferson,894,119575
27143,Sibley,929,119575
5039,Dallas,102,119488
29079,Grundy,552,119407
28103,Noxubee,379,119401
5141,Van Buren,481,119211
18013,Brown,155,119165
31101,Keith,267,118591
29211,Sullivan,681,118505
47091,Johnson,732,118478
26013,Baraga,55,118137
47181,Wayne,550,118131
38097,Traill,429,118124
55041,Forest,101,118107
48297,Live Oak,617,118099
40063,Hughes,702,117982
6105,Trinity,97,117826
19073,Greene,679,117271
16035,Clearwater,186,117110
16021,Boundary,242,116682
29151,Osage,1014,116538
13235,Pulaski,104,116465
28051,Holmes,347,116413
13083,Dade,178,116353
21103,Henry,852,116323
35057,Torrance,430,116200
28161,Yalobusha,239,115885
20145,Pawnee,351,115624
20123,Mitchell,437,115376
51051,Dickenson,91,115096
19001,Adair,730,114947
21025,Breathitt,247,114915
21131,Leslie,20,114822
28131,Stone,211,114746
40011,Blaine,676,114600
8007,Archuleta,127,114192
51125,Nelson,314,113998
47161,Stewart,311,113897
31147,Richardson,593,113692
29093,Iron,254,113506
48131,Duval,852,113349
30105,Valley,505,113221
21229,Washington,951,113218
54091,Taylor,241,113166
16045,Gem,470,113144
1011,Bullock,237,112918
49001,Beaver,170,112876
17061,Greene,630,112842
48153,Floyd,387,112802
21171,Monroe,886,112304
28111,Perry,214,111830
40061,Haskell,705,111809
31035,Clay,486,111708
48489,Willacy,188,111570
21105,Hickman,202,111474
27029,Clearwater,533,111474
31095,Jefferson,582,111411
21027,Breckinridge,1309,111375
6049,Modoc,361,111122
19151,Pocahontas,787,110960
27101,Murray,795,110925
19077,Guthrie,844,110758
28005,Amite,410,110738
20069,Gray,385,110628
29039,Cedar,760,110551
51007,Amelia,248,110538
17035,Cumberland,565,110335
19107,Keokuk,782,110032
13271,Telfair,245,109963
5137,Stone,527,109936
20027,Clay,534,109717
28053,Humphreys,162,109625
37187,Washington,190,109510
21127,Lawrence,317,109332
21175,Morgan,685,109326
46115,Spink,615,109318
26153,Schoolcraft,46,109305
51193,Westmoreland,117,109160
5065,Izard,585,109039
12041,Gilchrist,286,108738
16041,Franklin,546,108723
48403,Sabine,178,108682
20029,Cloud,525,108591
20181,Sherman,410,108395
12065,Jefferson,247,108378
12037,Franklin,4,108265
48483,Wheeler,384,108245
26113,Missaukee,244,108210
28147,Walthall,535,108208
54085,Ritchie,300,108020
29059,Dallas,1004,107835
51111,Lunenburg,332,107651
53043,Lincoln,462,107633
46067,Hutchinson,849,107456
51127,New Kent,58,107162
21147,McCreary,107,106933
47007,Bledsoe,443,106834
28097,Montgomery,266,106604
48387,Red River,858,106478
40151,Woods,572,106269
21053,Clinton,639,106067
51063,Floyd,700,105796
56035,Sublette,173,105648
20159,Rice,458,105387
2070,Dillingham,0,105084
20043,Doniphan,437,105077
17009,Brown,316,104669
47139,Polk,225,104665
48077,Clay,680,104486
16043,Fremont,386,104368
54001,Barbour,403,104251
21203,Rockcastle,744,104177
35037,Quay,491,104148
30043,Jefferson,186,103965
54095,Tyler,222,103830
29003,Andrew,734,103802
13159,Jasper,182,103698
21197,Powell,247,103421
48421,Sherman,186,103388
51159,Richmond,118,103352
12029,Dixie,98,103341
41023,Grant,331,103145
12013,Calhoun,111,102886
13253,Seminole,157,102646
29067,Douglas,1096,102343
46101,Moody,574,102290
56019,Johnson,215,101980
18155,Switzerland,577,101890
48307,McCulloch,454,101790
32015,Lander,65,100964
31003,Antelope,750,100771
40075,Kiowa,609,100760
51119,Middlesex,66,99954
48017,Bailey,319,99711
16073,Owyhee,453,99665
48031,Blanco,496,99242
13043,Candler,206,99140
27073,Lac qui Parle,797,98809
46019,Butte,458,98604
48505,Zapata,274,98387
46047,Fall River,245,98322
41037,Lake,305,98198
29173,Ralls,485,97909
31059,Fillmore,528,97829
5099,Nevada,357,97810
18007,Benton,400,97806
21191,Pendleton,817,97642
16087,Washington,368,97569
30089,Sanders,307,97544
41025,Harney,353,97385
38009,Bottineau,682,97361
17155,Putnam,160,97249
29137,Monroe,725,97166
19143,Osceola,605,97151
31107,Knox,981,96777
22123,West Carroll,443,96636
46123,Tripp,602,96517
35051,Sierra,148,96221
31173,Thurston,336,96215
31169,Thayer,540,96199
13155,Irwin,303,95815
31121,Merrick,532,95696
21123,Larue,776,95688
40127,Pushmataha,617,95217
40107,Okfuskee,634,95215
30023,Deer Lodge,56,95102
31099,Kearney,411,95010
51133,Northumberland,107,94959
21079,Garrard,792,94950
31045,Dawes,381,94909
29063,DeKalb,651,94863
13273,Terrell,163,94839
42023,Cameron,23,94601
38053,McKenzie,649,94584
8093,Park,135,94535
48019,Bandera,495,94181
47061,Grundy,321,93898
47135,Perry,185,93526
40069,Johnston,521,93194
54043,Lincoln,237,92994
29033,Carroll,785,92987
54063,Monroe,537,92886
20171,Scott,245,92862
46125,Turner,858,92710
48193,Hamilton,820,92482
37137,Pamlico,63,92299
21139,Livingston,331,92252
48127,Dimmit,170,92205
27031,Cook,5,92199
5147,Woodruff,167,92155
20081,Haskell,210,92086
20139,Osage,773,91713
5095,Monroe,193,91580
21077,Gallatin,247,91575
16059,Lemhi,271,91573
22081,Red River,205,91241
2068,Denali,0,91107
20147,Phillips,479,90993
17129,Menard,323,90958
28135,Tallahatchie,300,90830
21153,Magoffin,390,90670
29123,Madison,345,90315
37103,Jones,157,89829
13165,Jenkins,155,89725
54015,Clay,88,89534
19051,Davis,790,89512
19009,Audubon,659,89189
13287,Turner,229,89174
48407,San Jacinto,311,89158
17003,Alexander,145,88935
17087,Johnson,377,88908
29111,Lewis,561,88878
48205,Hartley,147,88822
13281,Towns,121,88784
31167,Stanton,492,88686
21109,Jackson,718,88448
38021,Dickey,492,88367
46009,Bon Homme,687,88332
47173,Union,483,88179
13269,Taylor,151,87782
46121,Todd,205,87761
28155,Webster,234,87640
38073,Ransom,390,87633
30077,Powell,188,87374
29181,Ripley,436,87172
40093,Major,700,87147
41063,Wallowa,394,87097
13231,Pike,240,86824
47101,Lewis,178,86764
20107,Linn,657,86598
37075,Graham,133,86548
5073,Lafayette,223,86497
31023,Butler,695,86490
27107,Norman,489,86352
48495,Winkler,19,86243
51077,Grayson,797,86241
54093,Tucker,161,86205
22025,Catahoula,354,86024
31051,Dixon,536,85970
49023,Juab,160,85962
47153,Sequatchie,153,85932
26131,Ontonagon,87,85915
46077,Kingsbury,557,85862
32027,Pershing,100,85526
54071,Pendleton,493,85447
48335,Mitchell,312,85197
38061,Mountrail,662,85075
40149,Washita,882,84975
29057,Dade,765,84510
29041,Chariton,876,84380
18025,Crawford,358,84331
30009,Carbon,506,84319
21169,Metcalfe,953,84247
20053,Ellsworth,389,84222
27089,Marshall,842,84140
2290,Yukon-Koyukuk,0,84091
13003,Atkinson,217,83929
46037,Day,634,83886
26095,Luce,27,83733
46033,Custer,279,83733
20137,Norton,350,83624
28065,Jefferson Davis,390,83528
48455,Trinity,469,83422
56011,Crook,345,83251
54101,Webster,86,82993
13025,Brantley,220,82935
40141,Tillman,504,82578
5097,Montgomery,370,82452
55051,Iron,52,82378
20095,Kingman,679,82199
1105,Perry,266,82161
47087,Jackson,587,82156
48075,Childress,199,82153
51017,Bath,102,82039
31139,Pierce,657,81923
48009,Archer,358,81917
21065,Estill,427,81771
30101,Toole,233,81523
48059,Callahan,674,81483
27051,Grant,425,81463
29205,Shelby,553,81340
17169,Schuyler,415,81286
13221,Oglethorpe,278,81104
13289,Twiggs,98,80955
19053,Decatur,561,80820
55091,Pepin,364,80817
28041,Greene,289,80750
2013,Aleutians East,0,80596
39163,Vinton,183,80567
1063,Greene,217,80496
13243,Randolph,100,80422
29149,Oregon,711,80386
30057,Madison,294,80179
13197,Marion,120,80171
37143,Perquimans,194,79935
20167,Russell,432,79908
20189,Stevens,226,79783
28019,Choctaw,182,79651
31011,Boone,678,79580
54089,Summers,309,79560
48237,Jack,585,79319
22021,Caldwell,210,79272
48351,Newton,211,79164
47015,Cannon,659,79142
47121,Meigs,297,79132
29081,Harrison,717,79022
31021,Burt,477,78529
48507,Zavala,178,78031
8095,Phillips,295,77658
46129,Walworth,307,77615
13065,Clinch,81,77559
26119,Montmorency,106,77552
29089,Howard,578,76726
20163,Rooks,366,76684
48405,San Augustine,270,76670
13049,Charlton,69,76479
2240,Southeast Fairbanks,0,76241
29005,Atchison,375,76194
49025,Kane,113,76007
48211,Hemphill,186,75601
21055,Crittenden,455,75175
22035,East Carroll,163,75119
48207,Haskell,482,74934
8073,Lincoln,364,74869
47027,Clay,452,74468
48391,Refugio,172,74260
28119,Quitman,153,74092
29017,Bollinger,709,73662
20003,Anderson,619,73462
5049,Fulton,674,73442
26085,Lake,94,73423
46015,Brule,360,73382
13191,McIntosh,30,73304
29223,Wayne,330,73137
48083,Coleman,664,73118
2198,Prince of Wales-Hyder,0,73074
46087,McCook,551,72933
49029,Morgan,209,72931
27087,Mahnomen,335,72889
50009,Essex,70,72884
27167,Wilkin,403,72705
46045,Edmunds,436,72622
45065,McCormick,79,72537
56017,Hot Springs,109,72248
1037,Coosa,187,71995
38005,Benson,568,71949
13167,Johnson,203,71871
51157,Rappahannock,282,71848
18171,Warren,374,71831
29075,Gentry,517,71732
46041,Dewey,334,71720
32021,Mineral,31,71449
28069,Kemper,356,71114
51021,Bland,299,71110
22091,St. Helena,316,71092
46039,Deuel,560,70902
19173,Taylor,648,70856
53059,Skamania,57,70403
37095,Hyde,102,70311
54021,Gilmer,206,70248
20073,Greenwood,514,70137
46091,Marshall,406,70055
19177,Van Buren,624,70000
29061,Daviess,732,69947
8065,Lake,15,69861
16037,Custer,213,69849
26001,Alcona,194,69491
12077,Liberty,66,69488
20077,Harper,446,69296
48047,Brooks,239,69275
20157,Republic,656,69080
31143,Polk,521,69059
40085,Love,512,68994
18115,Ohio,243,68764
29185,St. Clair,658,68709
19195,Worth,561,68672
27081,Lincoln,622,68550
17153,Pulaski,191,68519
13315,Wilcox,253,68104
48315,Marion,177,67965
38019,Cavalier,628,67911
38045,LaMoure,600,67797
29025,Caldwell,733,67743
5117,Prairie,284,67536
8009,Baca,462,67477
31031,Cherry,517,67338
40003,Alfalfa,663,67333
55078,Menominee,1,67245
2105,Hoonah-Angoon,0,67172
21011,Bath,717,66974
21143,Lyon,214,66874
35059,Union,368,66268
37043,Clay,146,66182
40055,Greer,389,65928
17065,Hamilton,412,65901
30099,Teton,414,65859
29179,Reynolds,266,65845
12067,Lafayette,227,65812
13037,Calhoun,92,65812
21087,Green,1028,65783
8055,Huerfano,210,65525
30073,Pondera,303,65518
46053,Gregory,552,65364
19159,Ringgold,578,65179
40105,Nowata,656,65122
13209,Montgomery,192,64947
53019,Ferry,181,64796
48411,San Saba,555,64762
27011,Big Stone,399,64724
32017,Lincoln,97,64598
26135,Oscoda,74,64524
8011,Bent,222,64241
13301,Warren,120,64052
48107,Crosby,275,63722
37073,Gates,174,63527
48283,La Salle,193,63500
53013,Columbia,131,63277
31065,Furnas,398,63182
8025,Crowley,179,63031
18161,Union,219,62488
48435,Sutton,160,62486
48379,Rains,424,62470
48169,Garza,222,62420
46025,Clark,546,62259
31029,Chase,275,62205
12043,Glades,147,62035
21135,Lewis,728,62011
29129,Mercer,428,61985
8121,Washington,660,61967
19185,Wayne,638,61947
29203,Shannon,403,61922
28037,Franklin,165,61748
47127,Moore,331,61729
30005,Blaine,409,61585
48305,Lynn,418,61422
38031,Foster,255,61136
38103,Wells,556,61030
28157,Wilkinson,170,60995
49017,Garfield,200,60962
13201,Miller,230,60942
31093,Howard,583,60929
42113,Sullivan,128,60826
46057,Hamlin,418,60659
13079,Crawford,107,60598
5105,Perry,336,60493
20007,Barber,389,60488
40007,Beaver,611,60166
47169,Trousdale,320,59981
51036,Charles City,54,59900
17175,Stark,297,59892
51115,Mathews,53,59841
17059,Gallatin,194,59636
20201,Washington,740,59266
31129,Nuckolls,464,58704
20127,Morris,444,58559
20119,Meade,345,58281
38085,Sioux,172,58222
29125,Maries,749,58154
48377,Presidio,105,57592
17171,Scott,278,57212
20185,Stafford,420,57080
5129,Searcy,580,57019
8021,Conejos,374,56991
21129,Lee,178,56927
16081,Teton,203,56829
48079,Cochran,182,56820
20047,Edwards,274,56471
21057,Cumberland,546,56432
36041,Hamilton,1,56193
21187,Owen,787,55955
20203,Wichita,233,55895
31097,Johnson,442,55657
31175,Valley,420,55429
20093,Kearny,218,55313
5025,Cleveland,194,55265
31135,Perkins,405,55155
19003,Adams,536,55056
2270,Wade Hampton,0,54981
42053,Forest,32,54690
35023,Hidalgo,114,54668
51097,King and Queen,121,54509
31123,Morrill,377,54190
8109,Saguache,168,54011
20197,Wabaunsee,560,54002
22107,Tensas,173,53988
13181,Lincoln,149,53865
37029,Camden,69,53713
40053,Grant,649,53617
31105,Kimball,238,53442
16007,Bear Lake,356,53430
21215,Spencer,497,53372
48197,Hardeman,259,53298
16063,Lincoln,260,53252
2060,Bristol Bay,0,53053
17071,Henderson,389,52930
8091,Ouray,64,52856
38069,Pierce,453,52842
38049,McHenry,774,52812
38029,Emmons,667,52586
48333,Mills,596,52544
48103,Crane,42,52534
46059,Hand,448,52531
54013,Calhoun,153,52517
28015,Carroll,344,52307
27077,Lake of the Woods,162,51909
13141,Hancock,95,51325
46043,Douglas,409,51220
46085,Lyman,335,50987
20075,Hamilton,193,50985
30091,Sheridan,400,50738
40067,Jefferson,400,50701
21061,Edmonson,655,50679
20065,Graham,355,50641
20183,Smith,552,50634
30071,Phillips,357,50241
31181,Webster,400,50153
48317,Martin,250,50068
47175,Van Buren,186,49966
48175,Goliad,646,49688
29153,Ozark,734,49663
20063,Gove,412,49589
29087,Holt,398,49135
20141,Osborne,476,48897
20179,Sheridan,411,48842
20135,Ness,496,48602
38011,Bowman,303,48561
46105,Perkins,455,48425
47083,Houston,214,48273
48295,Lipscomb,252,48101
46073,Jerauld,257,48013
21023,Bracken,588,48008
47095,Lake,67,47947
16015,Boise,55,47670
31161,Sheridan,523,47413
2100,Haines,0,47320
29045,Clark,529,47213
28125,Sharkey,48,47199
27069,Kittson,390,47096
29035,Carter,184,46975
51049,Cumberland,202,46923
40059,Harper,380,46519
30007,Broadwater,159,46426
28009,Benton,183,46209
29199,Scotland,467,45859
48461,Upton,87,45784
27155,Traverse,345,45458
40043,Dewey,591,45433
30025,Fallon,227,45214
48275,Knox,238,45143
48087,Collingsworth,400,44144
30015,Chouteau,456,43957
13249,Schley,84,43880
48417,Shackelford,183,43858
40033,Cotton,489,43812
20143,Ottawa,453,43450
30097,Sweet Grass,232,43448
21039,Carlisle,277,43344
13173,Lanier,93,43234
27125,Red Lake,302,43226
48267,Kimble,414,43196
48247,Jim Hogg,153,42874
29103,Knox,492,42642
5101,Newton,469,42514
16061,Lewis,130,41745
50013,Grand Isle,95,41641
35019,Guadalupe,228,41601
48383,Reagan,70,41295
31017,Brown,271,41188
28063,Jefferson,163,41125
20153,Rawlins,416,40824
20089,Jewell,578,40750
48151,Fisher,471,40679
31063,Frontier,356,40584
20017,Chase,236,40515
20129,Morton,188,40483
32029,Storey,3,40315
38051,McIntosh,432,40010
54017,Doddridge,241,39997
29085,Hickory,487,39967
38065,Oliver,285,39910
38039,Griggs,327,39872
48119,Delta,344,39853
48023,Baylor,244,39612
31125,Nance,383,39539
20039,Decatur,331,39263
17069,Hardin,157,39145
37177,Tyrrell,78,39110
30061,Mineral,58,39087
31083,Harlan,312,38918
21237,Wolfe,417,38816
48191,Hall,245,38729
48129,Donley,275,38689
8061,Kiowa,248,38632
40029,Coal,489,38340
20101,Lane,240,38245
20165,Rush,427,38155
31133,Pawnee,396,37862
40045,Ellis,522,37790
48105,Crockett,112,37753
38025,Dunn,579,37577
46107,Potter,236,37515
8017,Cheyenne,243,37325
13283,Treutlen,106,36933
13259,Stewart,82,36924
46003,Aurora,388,36864
20109,Logan,308,36567
17013,Calhoun,412,36329
46055,Haakon,275,36235
46049,Faulk,275,36232
46117,Stanley,166,36064
13309,Wheeler,143,36055
38041,Hettinger,372,35908
16003,Adams,247,35845
48359,Oldham,91,35787
20023,Cheyenne,343,35718
49055,Wayne,155,35468
8027,Custer,106,35337
40025,Cimarron,353,35237
29171,Putnam,499,34971
6091,Sierra,45,34871
53069,Wahkiakum,103,34847
30039,Granite,99,34699
8115,Sedgwick,175,34690
20019,Chautauqua,340,34613
31057,Dundy,234,34521
21181,Nicholas,541,34420
56027,Niobrara,226,34227
47137,Pickett,355,34133
48081,Coke,314,33986
48095,Concho,337,33942
46097,Miner,373,33925
55037,Florence,70,33840
38043,Kidder,439,33745
46111,Sanborn,348,33673
38063,Nelson,420,33592
31061,Franklin,362,33424
40057,Harmon,290,33409
21165,Menifee,356,33296
21223,Trimble,494,33228
30019,Daniels,261,33168
40129,Roger Mills,605,33158
20187,Stanton,172,32906
48229,Hudspeth,92,32896
46031,Corson,391,32819
20097,Kiowa,267,32732
46089,McPherson,397,32243
31077,Greeley,358,32125
38075,Renville,372,31851
13263,Talbot,117,31846
46007,Bennett,234,31788
46119,Sully,225,31739
48319,Mason,454,31314
38001,Adams,294,31280
20105,Lincoln,452,31274
20207,Woodson,333,31011
30065,Musselshell,198,30878
38047,Logan,430,30644
38095,Towner,408,30343
6003,Alpine,3,29932
53023,Garfield,124,29754
16071,Oneida,269,29694
47067,Hancock,673,29504
20195,Trego,418,28883
48413,Schleicher,215,28843
38091,Steele,293,28658
13183,Long,61,28336
13007,Baker,104,28253
31163,Sherman,426,28037
17151,Pope,225,27904
20025,Clark,194,27853
48109,Culberson,58,27622
38027,Eddy,274,27215
38023,Divide,466,27188
13061,Clay,39,26899
29197,Schuyler,437,26623
38013,Burke,433,26543
46061,Hanson,328,26308
46021,Campbell,273,26250
48101,Cottle,139,26195
35033,Mora,367,26063
20071,Greeley,175,25858
31087,Hitchcock,312,25344
54105,Wirt,175,25157
20049,Elk,320,24934
8023,Costilla,159,24900
38037,Grant,510,24613
2164,Lake and Peninsula,0,24194
46017,Buffalo,67,23981
51045,Craig,154,23812
20083,Hodgeman,337,23657
21189,Owsley,282,23580
51091,Highland,275,23308
16033,Clark,52,23213
46069,Hyde,194,22935
30059,Meagher,94,22799
48433,Stonewall,276,22472
48243,Jeff Davis,53,22348
46071,Jackson,270,22152
30055,McCone,280,22150
46075,Jones,163,22068
21063,Elliott,494,21899
35011,De Baca,149,21736
31071,Garfield,186,21666
30051,Liberty,125,21449
31073,Gosper,222,21351
48271,Kinney,91,21129
48125,Dickens,230,21108
48447,Throckmorton,232,21035
13101,Echols,75,20848
31015,Boyd,360,20357
13125,Glascock,68,20287
31049,Deuel,191,19997
35003,Catron,200,19901
48011,Armstrong,182,19654
8033,Dolores,116,19339
31069,Garden,229,19221
30107,Wheatland,110,19135
48045,Briscoe,192,18536
38033,Golden Valley,196,18516
30075,Powder River,214,18447
13307,Webster,67,18380
20199,Wallace,230,17950
49033,Rich,108,17856
46063,Harding,221,17565
31149,Rock,234,17274
48173,Glasscock,161,16742
30045,Judith Basin,261,16575
48443,Terrell,76,16430
31183,Wheeler,156,16277
29227,Worth,283,16267
20033,Comanche,199,16018
30033,Garfield,173,15618
26083,Keweenaw,2,15563
48235,Irion,118,15556
48385,Real,183,15483
48137,Edwards,201,14807
48431,Sterling,51,14800
30011,Carter,235,14662
49009,Daggett,25,14447
2282,Yakutat,0,14338
48155,Foard,163,14192
41021,Gilliam,105,14087
30079,Prairie,130,13748
8079,Mineral,6,13604
38007,Billings,214,13171
48311,McMullen,182,13083
38083,Sheridan,359,13012
48327,Menard,238,12914
28055,Issaquena,69,12614
8057,Jackson,78,12478
46095,Mellette,228,12324
46137,Ziebach,224,12009
31085,Hayes,217,11718
32009,Esmeralda,17,11678
49031,Piute,84,11605
48345,Motley,158,11543
30109,Wibaux,135,10814
38087,Slope,232,10207
13239,Quitman,24,10136
48261,Kenedy,19,9964
21201,Robertson,256,9785
16025,Camas,69,9766
41069,Wheeler,123,8886
8053,Hinsdale,12,8857
35021,Harding,151,8677
8111,San Juan,1,8311
48263,Kent,119,8156
30103,Treasure,78,7910
48393,Roberts,78,7901
13265,Taliaferro,63,7607
31103,Keya Paha,174,7244
31007,Banner,138,7202
41055,Sherman,124,6858
31113,Logan,110,6302
48269,King,25,5863
30037,Golden Valley,88,5144
30069,Petroleum,74,4634
48033,Borden,99,3918
31171,Thomas,84,3879
48301,Loving,10,3411
31091,Hooker,64,2680
31165,Sioux,255,1412
31117,McPherson,97,895
31009,Blaine,93,252
2230,Skagway,0,0
2275,Wrangell,0,0
8014,Broomfield,0,0
15005,Kalawao,0,0
30113,Yellowstone National Park,0,0
51515,Bedford,0,0
51520,Bristol,0,0
51530,Buena Vista,0,0
51540,Charlottesville,0,0
51560,Clifton Forge,0,0
51570,Colonial Heights,0,0
51580,Covington,0,0
51590,Danville,0,0
51595,Emporia,0,0
51600,Fairfax,0,0
51610,Falls Church,0,0
51620,Franklin,0,0
51630,Fredericksburg,0,0
51640,Galax,0,0
51660,Harrisonburg,0,0
51670,Hopewell,0,0
51678,Lexington,0,0
51680,Lynchburg,0,0
51683,Manassas,0,0
51685,Manassas Park,0,0
51690,Martinsville,0,0
51720,Norton,0,0
51730,Petersburg,0,0
51735,Poquoson,0,0
51750,Radford,0,0
51775,Salem,0,0
51780,South Boston,0,0
51790,Staunton,0,0
51820,Waynesboro,0,0
51830,Williamsburg,0,0
51840,Winchester,0,0
31075,Grant,49,-564
31115,Loup,108,-685
31005,Arthur,62,-1821
0,District of Columbia,,0
430,ALASKA,,0
529,RHODE ISLAND,,0
